"","kommunenummer","navn","Y","expected","SMR","snuff","smoke","re_u","re_v","RR","LL","UL"
"1",301,"Oslo",3171,3825.218427032,0.828972269293492,0.201519371695462,0.172678032099443,1,1,0.858580581513714,0.829265184145981,0.887546980981119
"2",1101,"Eigersund",97,89.5034658332804,1.08375691485158,0.130546190155091,0.165407956844234,2,2,1.02609501808119,0.938656092793926,1.11970323257353
"3",1103,"Stavanger",835,813.096688192232,1.02693813924696,0.1132,0.162512034826217,3,3,1.01861840990731,0.95923357156225,1.07980263799829
"4",1106,"Haugesund",246,221.971562970958,1.1082500690964,0.169663253513934,0.150769975006046,4,4,1.09164018506924,0.996738634587061,1.19219488862964
"5",1108,"Sandnes",397,438.928414873163,0.904475505680626,0.2382,0.288356221860097,5,5,0.933290579927324,0.872796993939491,0.995741492699342
"6",1111,"Sokndal",20,20.8942383429898,0.957201677883138,0.131738340399757,0.164142943670502,6,6,1.02836873234972,0.920110940571698,1.14399621734075
"7",1112,"Lund",18,19.7532520532528,0.911242359054286,0.129785247432306,0.163087457205104,7,7,1.02959073301007,0.930180598068314,1.13553256585319
"8",1114,"Bjerkreim",15,15.9152297171608,0.942493464849336,0.13216957605985,0.167438546490915,8,8,1.00528714466479,0.915455089636721,1.10193314890406
"9",1119,"Hå",98,108.4330649486,0.903783362081066,0.132847801818085,0.167348891605975,9,9,0.984799217338419,0.897850748161153,1.07526190030317
"10",1120,"Klepp",98,110.176016291539,0.889485781920818,0.137674418604651,0.170180878552971,10,10,0.972484411016552,0.888534756556241,1.06031240681454
"11",1121,"Time",94,107.577733733725,0.873786765509186,0.140256560387502,0.170117634534518,11,11,0.974929119837759,0.893605037549302,1.0598833407192
"12",1122,"Gjesdal",54,63.7524439336634,0.84702635174565,0.140477792732166,0.172274562584118,12,12,0.987708355862466,0.900662594761817,1.07861783562804
"13",1124,"Sola",132,153.527121791362,0.859782939065212,0.168692380056444,0.136481655691439,13,13,0.93506374043011,0.853339747271536,1.0200921695237
"14",1127,"Randaberg",59,66.3680275673162,0.888982272980119,0.133447932687958,0.165023070659549,14,14,0.974324926188228,0.850765881126346,1.10450908003721
"15",1130,"Strand",79,77.474044585167,1.01969634376266,0.135515857401432,0.165892814983867,15,15,1.02523229107821,0.920829415886502,1.13572605774744
"16",1133,"Hjelmeland",22,16.3684828667011,1.34404637125871,0.117295480014942,0.154650728427344,16,16,1.06509869764065,0.969581008110788,1.16862727223804
"17",1134,"Suldal",28,24.0365061843462,1.16489475572099,0.124143384290985,0.156826568265682,17,17,1.09567496754684,1.00865516125087,1.18880780985767
"18",1135,"Sauda",35,31.3773950889228,1.11545269774023,0.130737437459212,0.156623885142484,18,18,1.10281930420911,0.99533030495302,1.22196475892227
"19",1144,"Kvitsøy",3,3.78176214505393,0.793280985141707,0.164705882352941,0.115686274509803,19,19,1.03040618332,0.873694738268972,1.2055753329671
"20",1145,"Bokn",7,5.75210551537672,1.21694568732916,0.187574671445639,0.0955794504181601,20,20,1.01772509847225,0.863750363848335,1.19326344329743
"21",1146,"Tysvær",67,65.6806457201687,1.02008741335236,0.137777777777777,0.167256235827664,21,21,1.10702468322295,1.00129863881323,1.21889979327525
"22",1149,"Karmøy",282,254.521477947495,1.10796150593693,0.169082240197357,0.145432549754489,22,22,1.09251815706067,0.997800431376902,1.19283533066201
"23",1151,"Utsira",0,1.34875576379191,0,0.142857142857142,0.21938775510204,23,23,1.0738206017603,0.907867119052551,1.26043447315542
"24",1160,"Vindafjord",55,53.8955573825175,1.02049227563682,0.129907290832093,0.164129563923543,24,24,1.09706602193925,0.99281840250438,1.20944494204471
"25",1505,"Kristiansund",181,149.603049679748,1.20986838428403,0.167959722680752,0.158715747771541,25,25,1.12776302404279,1.0087416652093,1.2608349280148
"26",1506,"Molde",206,201.182928929439,1.02394373665894,0.2019,0.161682968582682,26,26,1.03217926187654,0.952978522654232,1.11586472944374
"27",1507,"Ålesund",401,399.372219665358,1.00407584767916,0.195250697784707,0.15000742584728,27,27,1.01921454514085,0.941472704561604,1.10045037692583
"28",1511,"Vanylven",26,22.5060569708538,1.15524456521509,0.208293763849319,0.167458056346945,28,28,1.02390905233233,0.904111237096885,1.15470706732822
"29",1514,"Sande",16,16.5902280853795,0.964423148232687,0.190591073582629,0.159227985524728,29,29,1.00992144150035,0.880885498836641,1.15248366952988
"30",1515,"Herøy",58,56.9217066322798,1.01894344761456,0.224540152534768,0.158479138627187,30,30,1.00100203515624,0.875201640300225,1.14128342967182
"31",1516,"Ulstein",43,50.9597094236048,0.843803869495422,0.233740546829552,0.161721931355439,31,31,0.949083964186897,0.827918389788942,1.07935562000682
"32",1517,"Hareid",32,31.5322994064353,1.01483242904478,0.232056020229527,0.159113013032483,32,32,1.01438372458816,0.886350788602937,1.16183416854376
"33",1520,"Ørsta",64,68.7182958549149,0.93133857881347,0.243843954625103,0.160287743244489,33,33,0.97821607957205,0.88119210060616,1.08212402598924
"34",1525,"Stranda",32,31.359844652373,1.02041321807309,0.203114718139942,0.147400745777582,34,34,1.02010945812883,0.934108332830371,1.1117398906891
"35",1528,"Sykkylven",52,47.5845879213938,1.09279080205339,0.23004449097095,0.159774928029311,35,35,1.00590276279827,0.906098103884991,1.11435555652139
"36",1531,"Sula",53,55.2702042840286,0.958925350223744,0.246619794483504,0.154570037858301,36,36,0.966771973948532,0.838412274904282,1.10819025759679
"37",1532,"Giske",42,50.3417530472775,0.834297525566035,0.246742378959952,0.153257621040047,37,37,0.937123417619659,0.808327879692661,1.07478502411952
