,kommunenummer,RR,LL,UL
223,4215,0.403365744,0.285581828,0.539548661
224,4216,0.013193417,4.55E-05,0.079277711
225,4217,0.000127023,1.18E-10,0.00047995
226,4218,0.00028587,2.04E-10,0.000945716
227,4219,0.000128671,3.69E-10,0.000764909
228,4220,0.000225706,2.09E-10,0.00084978
229,4221,0.000186385,1.81E-10,0.000701801
230,4222,0.000302984,1.73E-10,0.000873381
231,4223,3.606544566,3.250366778,3.979358648
232,4224,0.000275931,1.69E-10,0.000817456
233,4225,3.945510536,3.530797499,4.380714338
234,4226,0.000208209,2.11E-10,0.000828688
235,4227,0.014311703,8.41E-05,0.079657885
236,4228,0.000185406,2.44E-10,0.000831816
237,4601,0.185998593,0.168164786,0.204642176
238,4602,2.664191766,2.407999628,2.932056702
239,4611,0.012611634,4.50E-05,0.075426238
240,4612,0.013020906,4.18E-05,0.078912951
241,4613,0.545700116,0.407387766,0.702187021
242,4614,2.707127362,2.449622284,2.976217322
243,4615,0.000147418,1.83E-10,0.000664397
244,4616,0.000104832,2.31E-10,0.000564453
245,4617,1.708240024,1.501344404,1.927026601
246,4618,3.331121987,3.0240684,3.651486541
247,4619,0.000297482,2.06E-10,0.000953754
248,4620,0.000143152,8.82E-11,0.000455754
249,4621,3.330379622,3.052703723,3.618772579
250,4622,4.935885633,4.501854766,5.387719766
251,4623,0.000135611,1.78E-10,0.000619877
252,4624,1.606651052,1.433189195,1.788894473
253,4625,0.012822965,3.96E-05,0.078055579
254,4626,1.576915333,1.425141083,1.735611968
255,4627,2.060756369,1.865953923,2.264257431
256,4628,0.011788406,3.21E-05,0.07283098
257,4629,0.00033076,7.84E-11,0.000663575
258,4630,0.00783203,3.99E-05,0.044742531
259,4631,1.301445487,1.161170709,1.448811313
260,4632,0.000129444,2.55E-10,0.000687433
261,4633,0.000327301,2.17E-10,0.001031034
262,4634,0.000157313,2.27E-10,0.000727678
263,4635,0.000100054,1.40E-10,0.000454223
264,4636,0.000217415,1.45E-10,0.000676851
265,4637,0.000156217,1.88E-10,0.000655821
266,4638,0.013499038,5.50E-05,0.079388948
267,4639,0.000125075,2.98E-10,0.000692432
268,4640,0.006171162,3.23E-05,0.03509772
269,4641,0.000142243,1.05E-10,0.00049757
270,4642,0.000154603,2.31E-10,0.000752428
271,4643,0.021669983,0.00017626,0.115207317
272,4644,0.010175515,4.23E-05,0.059715343
273,4645,0.000103808,3.17E-10,0.000618145
274,4646,9.89E-05,5.38E-11,0.00037876
275,4647,2.274260337,2.056156032,2.502270196
276,4648,1.43267313,1.108565266,1.793911586
277,4649,0.646444217,0.496462079,0.814104415
278,4650,0.678710821,0.491026817,0.893747547
279,4651,5.654880798,5.121379449,6.21215285
280,5001,0.247468244,0.222135612,0.274022789
281,5006,1.518275154,1.371784712,1.671464591
282,5007,3.185133302,2.905310841,3.476423962
283,5014,0.012558253,3.32E-05,0.077824692
284,5020,0.000162476,1.51E-10,0.00060632
285,5021,0.008368272,4.10E-05,0.048048737
286,5022,0.000112598,2.27E-10,0.000586938
287,5025,0.0091939,4.32E-05,0.053102773
288,5026,0.000133934,2.43E-10,0.000683087
289,5027,0.009268634,3.94E-05,0.054241282
290,5028,2.739178123,2.476736239,3.013525905
291,5029,0.010263615,4.90E-05,0.059113746
292,5031,0.490561315,0.361589387,0.63723006
