"","kommunenummer","navn","Y","expected","SMR","kommunenavn","air_quality","re_u","re_v","RR","LL","UL"
"51",1804,"BodÃ¸",847,749.93231045745,1.12943526794217,"Bodø",2.3,51,51,1.12952412510522,1.05459211860935,1.2067820073146
"52",1806,"Narvik",404,348.301012396613,1.15991623802679,"Narvik",2.225,52,52,1.16001329833548,1.04940329218544,1.27561299902071
"53",1811,"Bindal",0,25.5730808978771,0,"Bindal",1.55,53,53,0.0196966874616896,0.000203715388685511,0.105254036665494
"54",1812,"SÃ¸mna",0,32.936266213072,0,"Sømna",1.725,54,54,0.0170300529359595,0.000227338788670337,0.086982711500755
"55",1813,"BrÃ¸nnÃ¸y",174,119.863711592462,1.45164869073638,"Brønnøy",1.925,55,55,1.45111029609579,1.24285325966684,1.67372252647353
"56",1815,"Vega",0,21.2003412086768,0,"Vega",1.75,56,56,0.0241530757539086,0.000251313744608146,0.128949385051674
"57",1816,"Vevelstad",0,7.68693132080591,0,"Vevelstad",1.575,57,57,0.0481858484608179,0.000214230796684826,0.295289648680852
"58",1818,"HerÃ¸y",0,29.1458237666224,0,"Herøy (Nordland)",1.8,58,58,0.0191379172958592,0.000248464455913969,0.0982543061052531
"59",1820,"Alstahaug",157,115.299006388131,1.36167695558009,"Alstahaug",2.125,59,59,1.36150674873433,1.15622705456978,1.5816440039408
"60",1822,"Leirfjord",0,35.625168682366,0,"Leirfjord",1.625,60,60,0.0155738314345398,0.000205492282750485,0.079708572745386
"61",1824,"Vefsn",275,218.446737877098,1.2588881055057,"Vefsn",2.35,61,61,1.2590651591107,1.11424995960856,1.41171680498844
"62",1825,"Grane",0,26.9222629352493,0,"Grane",1.55,62,62,0.0189352437514919,0.000202236440974486,0.100627159426223
"63",1826,"Hattfjelldal",0,23.7595984521523,0,"Hattfjelldal",1.45,63,63,0.0201959833695349,0.000186960353327173,0.109970839267591
"64",1827,"DÃ¸nna",0,23.099324845988,0,"Dønna",1.75,64,64,0.0226084693478692,0.000248147759799395,0.119595683253228
"65",1828,"Nesna",0,28.0665358498145,0,"Nesna",1.75,65,65,0.0194317299785944,0.000239720839041071,0.100686337860973
"66",1832,"Hemnes",96,77.4452354539149,1.23958561733764,"Hemnes",1.65,66,66,1.23837317347429,1.00225755229016,1.4966540785267
"67",1833,"Rana",447,410.712647763717,1.08835216649369,"Rana",2.475,67,67,1.08857279683518,0.989761703254035,1.19159131663815
"68",1834,"LurÃ¸y",0,33.7524942547461,0,"Lurøy",1.65,68,68,0.016356178555453,0.000212117729920239,0.0839798069986447
"69",1835,"TrÃ¦na",0,6.90802383114552,0,"Træna",1.825,69,69,0.0571382178078285,0.00028357576406673,0.344763685138497
"70",1836,"RÃ¸dÃ¸y",0,19.6862039520063,0,"Rødøy",1.525,70,70,0.0238270703577892,0.000204419417671372,0.131527646063251
"71",1837,"MelÃ¸y",124,103.011221776831,1.20375234718252,"Meløy",1.65,71,71,1.20289816627432,0.999861611891321,1.42270322040773
"72",1838,"GildeskÃ¥l",0,33.7173614792025,0,"Gildeskål",1.5,72,72,0.0156822391536027,0.000186307540143305,0.0817941277037884
"73",1839,"Beiarn",0,20.0468612033821,0,"Beiarn",1.275,73,73,0.0216436590979102,0.000158481653213498,0.122675407939374
"74",1840,"Saltdal",92,76.8248789389462,1.19752873379877,"Saltdal",1.55,74,74,1.1961367838063,0.963433988317387,1.45118598770599
"75",1841,"Fauske",203,157.088048968476,1.29226889844903,"Fauske Fuosko",1.825,75,75,1.29186523097618,1.1197747373496,1.47496301636995
"76",1845,"SÃ¸rfold",0,33.1125193976332,0,"Sørfold",1.8,76,76,0.0173036352055004,0.000241343057716093,0.0876721370665534
"77",1848,"Steigen",0,45.1887123658415,0,"Steigen",1.5,77,77,0.0124792587502306,0.000175465899834749,0.0631172550986593
"78",1851,"LÃ¸dingen",0,38.8191897898368,0,"Lødingen",1.875,78,78,0.0155567341514016,0.000246091046560534,0.0769726200549872
"79",1853,"Evenes",0,24.1428903580871,0,"Evenes",1.525,79,79,0.0204062900557634,0.000199927315112588,0.110052286550942
"80",1856,"RÃ¸st",0,8.29154554253159,0,"Røst",1.775,80,80,0.0491695960928369,0.000270410253881913,0.292127259986941
"81",1857,"VÃ¦rÃ¸y",0,12.3623342588171,0,"Værøy",1.775,81,81,0.0366396985033274,0.000270284955648156,0.207667343446529
"82",1859,"Flakstad",0,22.5346500224667,0,"Flakstad",1.65,82,82,0.0223645458022022,0.000227242979270877,0.119879176067275
"83",1860,"VestvÃ¥gÃ¸y",257,175.882995106109,1.46119867838817,"Vestvågøy",1.875,83,83,1.46079783612464,1.28715161863408,1.64421109435832
"84",1865,"VÃ¥gan",170,146.121794782494,1.16341302988407,"Vågan",2.025,84,84,1.16332247096525,0.994508533809184,1.34390060868229
"85",1866,"Hadsel",183,130.105715235053,1.40654851071982,"Hadsel",1.875,85,85,1.40602018201433,1.20908285754337,1.6162045193621
"86",1867,"BÃ¸",0,51.4255091925776,0,"Bø",1.65,86,86,0.0117251787195324,0.000191321186240927,0.0576577237842778
"87",1868,"Ã˜ksnes",0,70.4208529883634,0,"Øksnes",1.75,87,87,0.00933889216079527,0.000186962776248638,0.0441029784908875
"88",1870,"Sortland",164,156.668849781664,1.04679392379884,"Sortland Suortá",2.05,88,88,1.04683972781038,0.892288169744352,1.21234574563113
"89",1871,"AndÃ¸y",0,83.2938047523824,0,"Andøy",1.8,89,89,0.0082433865955037,0.000182297661649256,0.0381423277095614
"90",1874,"Moskenes",0,19.2583611736213,0,"Moskenes",1.775,90,90,0.0261991884372083,0.000260565815739301,0.14097996478852
"91",1875,"HamarÃ¸y",0,48.2365700055594,0,"Hamarøy Hábmer",1.5,91,91,0.011854474772677,0.000172785843843157,0.0595547524652338
"92",3001,"Halden",558,479.572659890777,1.16353588656844,"Halden",4.875,92,92,1.16461244264691,1.06978755190049,1.26299825978139
"93",3002,"Moss",835,757.893680433538,1.10173764679283,"Moss",5.8,93,93,1.10266117236367,1.02901737906809,1.17860462025205
"94",3003,"Sarpsborg",1001,856.82565061626,1.16826567841433,"Sarpsborg",5.8,94,94,1.16907745000903,1.09766526470505,1.24253428219868
"95",3004,"Fredrikstad",1420,1239.64985142957,1.14548474987712,"Fredrikstad",6.375,95,95,1.14613993443104,1.08720075748927,1.20647433424385
"96",3005,"Drammen",1690,1492.33212358478,1.13245568683491,"Drammen",5.7,96,96,1.13292365332953,1.07946135825302,1.18753614817905
"97",3006,"Kongsberg",528,420.085036888839,1.25688837648297,"Kongsberg",4.65,97,97,1.25799036673133,1.15275050186851,1.3673078561736
"98",3007,"Ringerike",686,475.708280393246,1.44206024631927,"Ringerike",4.275,98,98,1.44285841793131,1.33668753808207,1.55264923379627
"99",3011,"Hvaler",0,73.3003992778302,0,"Hvaler",4.05,99,99,0.0142025664192607,0.000653850911823707,0.0558202553472845
"100",3012,"Aremark",0,22.0536398228244,0,"Aremark",3.225,100,100,0.034068282001806,0.000777976218498179,0.15668542285216
"101",3013,"Marker",0,63.3986219807711,0,"Marker",3.45,101,101,0.0145423143149689,0.000537924354094852,0.0601929980431855
"102",3014,"Indre Ã˜stfold",717,673.173237557104,1.06510473084453,"Indre Østfold",4.85,102,102,1.06589308145734,0.989153472730953,1.14519714486856
"103",3015,"Skiptvet",54,53.984757318959,1.00028235157104,"Skiptvet",4.225,103,103,1.00767935119109,0.757082020851193,1.29050199778381
"104",3016,"Rakkestad",157,125.891700118731,1.24710366014543,"Rakkestad",4.225,104,104,1.25005486172498,1.06176761845987,1.45195768757833
"105",3017,"RÃ¥de",145,118.96855750767,1.21880943198502,"Råde",4.825,105,105,1.22286325048331,1.0316010137786,1.42853914664718
"106",3018,"VÃ¥ler",73,77.8760193802626,0.937387408613512,"Våler (Viken)",4.325,106,106,0.942890236268888,0.738938661807233,1.16908345000613
"107",3019,"Vestby",214,252.743115250772,0.846709512888882,"Vestby",4.95,107,107,0.848942708540274,0.738844260279427,0.965897121854277
"108",3020,"Nordre Follo",833,875.409874827839,0.951554264982241,"Nordre Follo",5.8,108,108,0.952379545644826,0.888698260650183,1.01805141316409
"109",3021,"Ã…s",240,286.407755744744,0.837966134596913,"Ås",5.4,109,109,0.840229480682355,0.737118547287633,0.94935989887531
"110",3022,"Frogn",251,246.40616856048,1.01864332969567,"Frogn",5.375,110,110,1.02113602935043,0.898493533986153,1.15075900248529
"111",3023,"Nesodden",263,272.909342447667,0.963689984524561,"Nesodden",5.125,111,111,0.965809186913367,0.852391578987795,1.08551457229716
"112",3024,"BÃ¦rum",1783,1884.65184532352,0.946063329640561,"Bærum",5.725,112,112,0.946451938558533,0.902957154183237,0.990854485108477
"113",3025,"Asker",1351,1376.54885605023,0.981439920611655,"Asker",4.975,113,113,0.981863209321256,0.930112566122402,1.03487246601867
"114",3026,"Aurskog-HÃ¸land",281,265.772646765779,1.05729465924927,"Aurskog-Høland",3.75,114,114,1.05848989476426,0.938061015241673,1.18535371756982
"115",3027,"RÃ¦lingen",253,248.34961361143,1.01872516055469,"Rælingen",6.35,115,115,1.02190490668962,0.899672881455733,1.15106201618943
"116",3028,"Enebakk",173,150.698782925679,1.1479853827706,"Enebakk",4.3,116,116,1.15063056869072,0.985217422802348,1.32746429245657
"117",3029,"LÃ¸renskog",568,574.981567048477,0.987857755015843,"Lørenskog",7.525,117,117,0.989629187313578,0.909778267996597,1.0724480818189
"118",3030,"LillestrÃ¸m",1210,1224.87111308046,0.987859038455846,"Lillestrøm",6.4,118,118,0.988540464586159,0.933534431243501,1.04496688496925
"119",3031,"Nittedal",327,336.677030283528,0.971257230481751,"Nittedal",4.7,119,119,0.972753176856242,0.869961857584626,1.08064920869145
"120",3032,"Gjerdrum",0,95.6944854191572,0,"Gjerdrum",4.425,120,120,0.0119055654651272,0.000645836522591473,0.0449079947552515
"121",3033,"Ullensaker",497,530.847316715395,0.936239073553533,"Ullensaker",5.3,121,121,0.937414625489741,0.856650501133546,1.02141598064243
"122",3034,"Nes",334,322.19276017231,1.03664650882092,"Nes",4.2,122,122,1.03790042796066,0.92933757858518,1.15180491520055
"123",3035,"Eidsvoll",358,353.998395174464,1.01130401967942,"Eidsvoll",4.275,123,123,1.01249706463425,0.910120262780556,1.11975847105094
"124",3036,"Nannestad",180,187.939414020677,0.957755460385744,"Nannestad",3.875,124,124,0.959620230250445,0.824262054744477,1.10414713354561
"125",3037,"Hurdal",0,45.5858834360092,0,"Hurdal",2.625,125,125,0.0163295805650775,0.000396066616790881,0.0741359840010547
"126",3038,"Hole",118,99.2526537351804,1.18888508830041,"Hole",3.95,126,126,1.19218318939069,0.986403971596442,1.41535504267702
"127",3039,"FlÃ¥",0,18.9707614884933,0,"Flå",1.975,127,127,0.0281319355770018,0.000313679848883594,0.14842339648647
"128",3040,"Nesbyen",86,56.3045039926187,1.52740889097033,"Nesbyen",2.4,128,128,1.52755830038495,1.22094298791275,1.86479451089204
"129",3041,"Gol",93,76.5811885757299,1.21439744837642,"Gol",2.5,129,129,1.21520749922054,0.980164751079223,1.47265781493251
"130",3042,"Hemsedal",33,36.1641200557912,0.912506648830115,"Hemsedal",1.875,130,130,0.912231108014766,0.627498295151824,1.24546490702479
"131",3043,"Ã…l",100,77.8512049561584,1.28450163432043,"Ål",2.25,131,131,1.28461553143437,1.04446492239399,1.54683677558284
"132",3044,"Hol",0,72.9541896309843,0,"Hol",2.15,132,132,0.00996148404695773,0.00024196676393244,0.0451994788990973
"133",3045,"Sigdal",81,57.3847370382255,1.41152515774436,"Sigdal",2.25,133,133,1.41140818190012,1.12003148428407,1.73294032904143
"134",3046,"KrÃ¸dsherad",0,34.7925356705509,0,"Krødsherad",2.35,134,134,0.0191533652960124,0.000363692352341046,0.0914618361465037
"135",3047,"Modum",280,216.931103107051,1.29073238456647,"Modum",3.85,135,135,1.29213804790339,1.1448676885683,1.44729350207364
"136",3048,"Ã˜vre Eiker",374,287.572303098788,1.3005424930353,"Øvre Eiker",4.525,136,136,1.30203518351056,1.17316639654426,1.43693361928565
"137",3049,"Lier",424,383.816040515312,1.10469588355593,"Lier",4.625,137,137,1.10593187272099,1.00296878005241,1.21341213211503
"138",3050,"Flesberg",52,42.7210475796433,1.21719861628061,"Flesberg",2.325,138,138,1.21784992864638,0.908811872963369,1.56759337583902
"139",3051,"Rollag",0,24.6876974372016,0,"Rollag",2.075,139,139,0.0235279923852342,0.000324386309919835,0.119488016962115
"140",3052,"Nore og Uvdal",0,42.2274662684439,0,"Nore og Uvdal",1.875,140,140,0.0145582242421702,0.000241069347184975,0.0713987608592873
"141",3053,"Jevnaker",149,103.708900648612,1.43671371568043,"Jevnaker",3.55,141,141,1.43891241843641,1.21660826106895,1.67771709439081
"142",3054,"Lunner",123,131.646608158514,0.934319552326763,"Lunner",3.275,142,142,0.936167817593493,0.777712486353241,1.10774824318553
"143",3401,"Kongsvinger",356,290.921844048227,1.22369635447858,"Kongsvinger",3.9,143,143,1.22481509618084,1.10061631426439,1.35495527123377
"144",3403,"Hamar",568,503.739499867926,1.12756692724895,"Hamar",5.975,144,144,1.12899507961542,1.03787974567315,1.22349787997157
"145",3405,"Lillehammer",442,447.141375558783,0.988501677903643,"Lillehammer",4.75,145,145,0.989652785670345,0.899362698445962,1.08381101860563
"146",3407,"GjÃ¸vik",506,473.706186660086,1.0681726653553,"Gjøvik",4.775,146,146,1.06924861221876,0.977921685746952,1.16420007634201
"147",3411,"Ringsaker",627,537.308304448632,1.16692780440721,"Ringsaker",3.8,147,147,1.16753252809668,1.07773857801814,1.26051366862367
"148",3412,"LÃ¸ten",141,120.047516166499,1.17453492169252,"Løten",3.55,148,148,1.17668896170922,0.990070447486372,1.37762505035394
"149",3413,"Stange",357,321.623227093122,1.10999445912728,"Stange",4.275,149,149,1.11126295804258,0.998744103614215,1.22915788493563
"150",3414,"Nord-Odal",115,84.6464579402725,1.3585919930772,"Nord-Odal",3.075,150,150,1.36035639871005,1.1225010428527,1.61858665981678
"151",3415,"SÃ¸r-Odal",145,118.256918513524,1.22614390618861,"Sør-Odal",3.525,151,151,1.22823828129289,1.03601475114774,1.43496289994423
"152",3416,"Eidskog",132,105.52530653795,1.25088478139156,"Eidskog",3.3,152,152,1.25281259609978,1.04776750124446,1.4742273609723
"153",3417,"Grue",0,83.3966523917169,0,"Grue",3.125,153,153,0.010832321345802,0.000395144904519764,0.0449669072752613
"154",3418,"Ã…snes",157,127.854848445449,1.22795499669288,"Åsnes",3.075,154,154,1.22926268852359,1.04401202001355,1.42791618375358
"155",3419,"VÃ¥ler",0,63.4763558800575,0,"Våler (Innlandet)",3,155,155,0.0133545732052214,0.000425432220809669,0.0571581540111788
"156",3420,"Elverum",364,326.804996146369,1.11381406126659,"Elverum",4.125,156,156,1.11497919717882,1.00314695223916,1.23210880534978
"157",3421,"Trysil",124,116.188601498038,1.06723033413991,"Trysil",2.25,157,157,1.06756321911366,0.887446065740947,1.26254996793611
"158",3422,"Ã…mot",0,70.699723359744,0,"Åmot",2.775,158,158,0.0116616413873656,0.00035666430880448,0.0503506649909727
"159",3423,"Stor-Elvdal",0,44.5986075934658,0,"Stor-Elvdal",2.15,159,159,0.0149144681270664,0.000290329240209403,0.0708549189624664
"160",3424,"Rendalen",0,33.6762426405973,0,"Rendalen",1.825,160,160,0.0172017918165495,0.000245813505448823,0.0867635372998779
"161",3425,"Engerdal",0,23.1322329025962,0,"Engerdal",1.7,161,161,0.0222574615830512,0.000237267364130533,0.118332460732572
"162",3426,"Tolga",0,25.4741674620901,0,"Tolga",1.825,162,162,0.0214192931091952,0.00026091534335057,0.111243728318991
"163",3427,"Tynset",111,88.4816546563612,1.25449733542048,"Tynset",2.175,163,163,1.25449325618855,1.03130128351911,1.49715051926559
"164",3428,"Alvdal",40,39.0837218786007,1.02344398325844,"Alvdal",1.85,164,164,1.02263624673831,0.729928005822857,1.35987096965734
"165",3429,"Folldal",0,27.8908677226605,0,"Folldal",1.7,165,165,0.0192591241188594,0.000230094438658235,0.100363391057138
"166",3430,"Os",0,31.7334761976752,0,"Os",1.75,166,166,0.0176598253568042,0.00023413658252003,0.090313969522251
"167",3431,"Dovre",0,46.5180290955021,0,"Dovre",1.95,167,167,0.0137270124293884,0.000247837486994256,0.0661935494474725
"168",3432,"Lesja",0,33.1933589906165,0,"Lesja",1.575,168,168,0.0162303202417018,0.000199820827803111,0.0841178529684813
"169",3433,"SkjÃ¥k",0,39.3485219317069,0,"Skjåk",1.625,169,169,0.0144101152937429,0.000201228111159169,0.0729836273179113
"170",3434,"Lom",0,38.1294202568554,0,"Lom",1.725,170,170,0.0151790231485982,0.000219999658678653,0.0763516186519279
"171",3435,"VÃ¥gÃ¥",61,61.505710011808,0.991777836371438,"Vågå",2,171,171,0.991801695969056,0.75799945681197,1.25367921830296
"172",3436,"Nord-Fron",0,97.8769015601289,0,"Nord-Fron",2.725,172,172,0.0087657279283981,0.000295870918466952,0.0370211111812779
"173",3437,"Sel",106,98.2088037790993,1.07933297139455,"Sel",2.2,173,173,1.0796076437979,0.883298106380388,1.29343320196579
"174",3438,"SÃ¸r-Fron",0,51.5789047752153,0,"Sør-Fron",2.275,174,174,0.0136358928901068,0.000300491036904702,0.0631589656824894
"175",3439,"Ringebu",0,75.9988010336986,0,"Ringebu",2.425,175,175,0.0102169467656111,0.000281799417819081,0.0451050819042239
"176",3440,"Ã˜yer",87,81.6584406462131,1.0654134381151,"Øyer",2.725,176,176,1.0669104275468,0.854037963294687,1.30088529111362
"177",3441,"Gausdal",125,101.21321149885,1.23501663615742,"Gausdal",2.7,177,177,1.23597680957948,1.0282821781153,1.46074499074714
"178",3442,"Ã˜stre Toten",266,242.468862316811,1.09704808055908,"Østre Toten",3.3,178,178,1.09799831057587,0.969694803068452,1.23337435075868
"179",3443,"Vestre Toten",192,211.618410366311,0.907293461224138,"Vestre Toten",3.9,179,179,0.909013186183293,0.784726771014039,1.04145998173243
"180",3446,"Gran",243,218.367971584778,1.11280055512014,"Gran",3.325,180,180,1.11386124072219,0.977891859653625,1.25771960922344
"181",3447,"SÃ¸ndre Land",99,90.7303038651446,1.09114591026992,"Søndre Land",2.625,181,181,1.09226211807488,0.887176751568818,1.31628279924466
"182",3448,"Nordre Land",128,107.647595271219,1.18906511267161,"Nordre Land",2.85,182,182,1.19027402031943,0.992543017584875,1.40406469271618
"183",3449,"SÃ¸r-Aurdal",0,52.8102296658993,0,"Sør-Aurdal",2.025,183,183,0.012614797759588,0.000250974969551468,0.0596609950044589
"184",3450,"Etnedal",0,23.4471788377662,0,"Etnedal",1.85,184,184,0.0230128973088459,0.000270758593878292,0.120264757692074
"185",3451,"Nord-Aurdal",127,102.747761216173,1.23603666393083,"Nord-Aurdal",2.4,185,185,1.23645741509394,1.03022301827926,1.45951409073044
"186",3452,"Vestre Slidre",0,34.9513168714637,0,"Vestre Slidre",1.875,186,186,0.0169278384438116,0.000253620155429995,0.0846278184294645
"187",3453,"Ã˜ystre Slidre",0,51.0254003735785,0,"Øystre Slidre",1.95,187,187,0.0127384929511737,0.000240652514341432,0.0608747708807908
"188",3454,"Vang",0,25.9318170397508,0,"Vang",1.7,188,188,0.0203790010705609,0.000233050375752501,0.107026857696296
"189",3801,"Horten",522,426.712301316042,1.22330665975665,"Horten",5.1,189,189,1.22459048640313,1.12157760307714,1.33162062475964
"190",3802,"Holmestrand",398,369.806862538243,1.0762374642489,"Holmestrand",3.8,190,190,1.07712705028252,0.973703338844448,1.18525516718304
"191",3803,"TÃ¸nsberg",898,837.039052654253,1.07282927499313,"Tønsberg",5.175,191,191,1.07353827590484,1.00436200675826,1.14480635959401
"192",3804,"Sandefjord",990,963.535656007448,1.02746586888358,"Sandefjord",4.75,192,192,1.02801198901294,0.964870795705516,1.09297191550374
"193",3805,"Larvik",863,740.455751664689,1.16549840832461,"Larvik",4.725,193,193,1.16617201579556,1.08953538494355,1.24516758010466
"194",3806,"Porsgrunn",662,561.467523499457,1.17905305702092,"Porsgrunn",8.125,194,194,1.18101653454966,1.09261761939292,1.27247627412437
"195",3807,"Skien",943,835.363635131354,1.12884971327693,"Skien",7.75,195,195,1.13010675187279,1.05903342929457,1.20328160365273
"196",3808,"Notodden",268,212.210487014899,1.26289705928239,"Notodden",3.95,196,196,1.26443199225019,1.11723537452716,1.41970811311615
"197",3811,"FÃ¦rder",495,422.276921394277,1.17221655961118,"Færder",5.075,197,197,1.1735164512017,1.07220496873404,1.27889896136641
"198",3812,"Siljan",0,36.9706838879142,0,"Siljan",3.4,198,198,0.0228524621418035,0.000689059679155061,0.099055228996935
"199",3813,"Bamble",262,216.306678962597,1.21124322770128,"Bamble",5.325,199,199,1.21392070521951,1.07110301896751,1.36467423247161
"200",3814,"KragerÃ¸",213,171.204926266009,1.24412307896475,"Kragerø",4.125,200,200,1.24620746597967,1.08415604766579,1.41837966480826
