kommunenummer,PhyRate
3024,0.001551569745277
3035,0.003881105641802
3028,0.006918729292536
3022,0.004995274740111
3032,0.011519198664441
3417,0.013136942675159
3037,0.025200458190149
3030,0.001736366186272
3029,0.002762099195389
3036,0.00647016534867
3023,0.004453325720811
3031,0.003732577368297
3020,0.002217708119794
3027,0.00464824120603
3033,0.003191383265184
3019,0.005303236333968
3021,0.004601685292536
5403,0.001625504692989
5440,0.010669253152279
5443,0.005311443746982
5439,0.009081735620585
5406,0.002199816681943
5433,0.010288065843621
5437,0.004335260115607
5430,0.004088586030664
5429,0.008500772797527
5438,0.00748502994012
5432,0.00834879406308
5434,0.00814332247557
5442,0.010078387458007
5435,0.004342431761787
5436,0.003517587939699
5441,0.004142216085606
5405,0.002461033634126
5404,0.004737091425865
1820,0.002261513157895
1811,0.007328308207705
1813,0.002267133048322
1827,0.006901311249137
1825,0.006724949562878
1826,0.006721348826612
1832,0.002971014492754
1515,0.001914137270987
1822,0.004861111111111
1834,0.005317294281729
1828,0.005530973451327
1833,0.001254951174556
1836,0.006697578567749
1812,0.005185185185185
1835,0.018367346938776
1824,0.001578116780642
1815,0.008005249343832
1816,0.017307692307692
4631,0.005412410428419
4627,0.005624560581205
4625,0.025641025641026
4632,0.042309071351739
4601,0.001378690589573
4624,0.006504914296567
4633,0.199318568994889
4622,0.014925373134328
4634,0.071172248803828
4629,0.316216216216216
4630,0.016208975217683
4623,0.050125313283208
4620,0.105545617173524
4628,0.028653985071033
4621,0.008856682769726
4626,0.004544761323776
1145,0.034647550776583
4613,0.00358987829437
4619,0.031282586027112
4611,0.008442056792018
4615,0.01058381700239
1106,0.001742780939176
1149,0.001364517551523
4617,0.003246998414257
1135,0.007229428024665
4614,0.002752190518985
1134,0.008961038961039
4612,0.006617360840794
4616,0.011248185776488
1146,0.003647008798613
4618,0.003849182048815
1151,0.134259259259259
1160,0.004679842532337
4645,0.008666666666667
4641,0.013617525162818
4648,0.006649616368286
4646,0.00859401856308
4650,0.005083260297984
4635,0.010439321444106
4637,0.016183412002697
4638,0.006308411214953
4602,0.002554205925758
4644,0.005773442166036
4642,0.010791366906475
4640,0.003542132736764
4636,0.026682134570766
4649,0.003786574870912
4651,0.004274722143061
4647,0.002317385217013
4639,0.009427121102248
1577,0.003447576556479
4643,0.005177646848777
1547,0.012927054478301
1576,0.012347431166619
1554,0.008121980676329
1578,0.015810276679842
1532,0.006690912481932
1818,0.023541549427875
1557,0.016137361218694
1517,0.009225466342255
1579,0.004074596458235
1505,0.002877952199123
1506,0.002496255616575
5061,0.020863658418244
1539,0.006441441441441
1514,0.01631746031746
1573,0.019653720168461
1525,0.00976320582878
1531,0.0058465085639
1563,0.006261180679785
1566,0.007480248781308
1528,0.005960149656313
1560,0.014029363784666
1516,0.006429277942631
1511,0.012925568237245
1535,0.007226322263223
1520,0.005141553391819
1507,0.001665057111459
5031,0.002787199915858
5032,0.006506506506507
5001,0.001120526257108
5058,0.005919962112242
1114,0.021501320256507
1101,0.004623820809517
1122,0.006154041365309
1133,0.020255863539446
1119,0.004359370665398
1120,0.004234446552088
1144,0.106060606060606
1112,0.018204645323289
1127,0.006493721631382
1108,0.001839462402279
1111,0.017457886676876
1124,0.003247680228408
1103,0.001234271179142
1130,0.005873392506664
1121,0.004316109422492
1871,0.007450824557918
1839,0.031580537926866
1804,0.001685929455696
1867,0.013321385902031
1841,0.00458057974055
1859,0.025857843137255
1838,0.017409240924092
1866,0.005447585394582
1837,0.00593984962406
1856,0.056198347107438
1840,0.008454623287671
1848,0.013872979508718
1845,0.017512988101223
1860,0.004143475572047
1857,0.048128342245989
1865,0.004673242454468
1868,0.008724428399519
301,0.001447691203711
5049,0.075743913435528
5036,0.033884948778566
5014,0.020573277854831
5045,0.036204214396832
5055,0
5056,0
5026,0.04150390625
5046,0.066666666666667
5053,0.013299588109771
5054,0.009173704255671
5052,0.142614601018676
5037,0.005513757714814
5042,0.060455192034139
5028,0.006321533138142
5034,0.034225595951525
5027,0.014796342477141
5007,0.00648499934495
5044,0.09051724137931
5060,0.010072257499453
5021,0.013600358690779
5059,0
5020,0.081951219512195
5047,0.023652365236524
5022,0.03271205781666
5025,0.016126142268411
5043,0.168336673346693
5029,0.013124136569963
5041,0.039441375076734
5006,0.004503367003367
5035,0.004863259307139
5444,0.009566456340322
5033,0.09715821812596
5038,0.006604343984001
5057,0.009790786354736
3811,0.002262531694948
3802,0.002712144892893
3801,0.002266093101859
3805,0.001753295752142
3804,0.001512909607807
3803,0.0017497272484
3428,0.028197793216183
3431,0.025836972343523
3416,0.011747896491507
3420,0.004404624856099
3425,0.048970901348474
3450,0.050432276657061
3429,0.041566265060241
3441,0.012212994626282
3407,0.003278801684269
3446,0.005955039452136
3403,0.00359360826181
3053,0.011637049850606
3401,0.004932323927506
3432,0.031861629494766
3405,0.003688231530616
3434,0.029571012078301
3054,0.008782066096603
3412,0.010335917312662
3034,0.004409680298178
3451,0.012027491408935
3436,0.012684264655468
3414,0.014277332290241
3448,0.010869565217391
3430,0.034229828850856
3424,0.034447821681864
3439,0.015803336259877
3411,0.002892637476402
3437,0.012158560959361
3433,0.030882992605481
3413,0.004437715359716
3423,0.025515947467167
3447,0.012677745417166
3449,0.02212389380531
3438,0.022727272727273
3415,0.009449623292044
3426,0.041567695961995
3421,0.011104530648505
3427,0.013648771610555
3454,0.044626021370208
3452,0.032025259359495
3443,0.005936108724518
3435,0.019365250134481
3419,0.018289541473467
3442,0.005751848808546
3440,0.0143362136685
3453,0.02239041311889
3422,0.016909891128098
3418,0.009740687113334
3813,0.003421240199572
3815,0.009456838021339
3823,0.027387120651369
3819,0.023794614902943
3814,0.00411407199626
3821,0.014794082367053
3817,0.004592193271439
3822,0.026334519572954
3816,0.006249047401311
3808,0.003952888028396
3806,0.002111691350626
3820,0.013536379018613
3812,0.01529557668458
3807,0.001516984465311
3818,0.006957097896306
3824,0.016407599309154
3825,0.010925976509151
3012,0.025459688826026
3026,0.003265839320705
3004,0.001434720229555
3001,0.002087611225188
3011,0.008894230769231
3014,0.001629853069962
3013,0.010932105868815
3002,0.001767693719093
3016,0.005525588738324
3017,0.005614742297725
3003,0.001590758450904
3015,0.010346756152125
3018,0.008309643560026
4203,0.002012834781785
4216,0.010259631490787
4220,0.037126715092817
4222,0.047522750252781
4219,0.013237410071943
4206,0.005523101433882
4207,0.005880394985022
4214,0.009947337624342
4211,0.018822587104526
4202,0.003121548287951
4226,0.028065893837706
4218,0.035249042145594
4204,0.001453048374402
4227,0.008596973865199
4215,0.005662514156285
4205,0.00305782483684
4225,0.005910290237467
4201,0.007276961141028
4228,0.026800670016751
4213,0.008544144747864
4221,0.035046728971963
4212,0.023933402705515
4223,0.004424778761062
4217,0.025150355385457
4224,0.050438596491228
5422,0.015225666122893
5416,0.02105530187722
5420,0.063900414937759
1853,0.058122205663189
5414,0.07085201793722
1875,0
5402,0.004477174777187
5413,0.054263565891473
5423,0.03394145099703
5411,0.026229508196721
5426,0.036613272311213
5415,0.077766699900299
5424,0.025923525599482
1851,0.035974499089253
1874,0.069791666666667
5418,0.013408502209356
1806,0
5428,0.017065556711759
5417,0.038549793483249
5421,0.006621160409556
5427,0.027729636048527
1870,0.009063852813853
5425,0.042238648363252
5419,0.024325126075349
5412,0.019663586827766
5401,0.002242119609021
3025,0.001780103461047
3005,0.001688299119289
3050,0.030478395061728
3039,0.077
3041,0.017935258092738
3042,0.036915887850467
3044,0.018414551987424
3038,0.013355048859935
3006,0.004145077720207
3046,0.035582255083179
3049,0.004156064461408
3047,0.006723338485317
3040,0.02322206095791
3052,0.030507131537243
3007,0.003592897118773
3051,0.054269175108538
3045,0.022417707150965
3048,0.005298169188203
3043,0.017186505410567
