,kommunenummer,RR,LL,UL
314,5058,2.327603098,2.180567152,2.479008608
315,5059,0.818586348,0.77056899,0.867918155
316,5060,1.213882309,1.133139835,1.297137262
317,5061,6.203549277,5.85513886,6.561049696
318,5401,0.297007043,0.279520006,0.314974766
319,5402,0.619126887,0.582270821,0.657008461
320,5403,0.807436464,0.753172741,0.863404351
321,5404,0.007110775,0.000313362,0.028269052
322,5405,3.116203788,2.944424538,3.292372824
323,5406,1.856600159,1.756742319,1.958941732
324,5411,4.34207594,4.074670393,4.617206717
325,5412,1.764303722,1.639570642,1.893137545
326,5413,5.483862063,5.123990686,5.854796137
327,5414,0.010173166,0.000661066,0.036905997
328,5415,0.011068942,0.000694865,0.0404757
329,5416,3.273812387,3.059026153,3.495199885
330,5417,0.612472586,0.507658649,0.726069964
331,5418,1.96115043,1.841288818,2.084445751
332,5419,5.206538055,4.925314543,5.494787362
333,5420,8.579930935,8.03017481,9.146232632
334,5421,0.916871346,0.860587484,0.97477551
335,5422,2.329896113,2.198894805,2.464319406
336,5423,3.406721794,3.170452147,3.650624184
337,5424,2.244513346,2.070379477,2.424879219
338,5425,0.859602276,0.705510055,1.027241083
339,5426,0.004791911,0.000256347,0.018276155
340,5427,0.487186611,0.405350631,0.575748678
341,5428,3.230681218,3.044798199,3.421544927
342,5429,11.02589369,10.45284597,11.61266388
343,5430,0.006323679,0.00028045,0.02532399
344,5432,0.00980157,0.000517682,0.037536473
345,5433,0.011519638,0.000426681,0.048244265
346,5434,0.007692523,0.000378468,0.030000308
347,5435,6.335566278,6.004652412,6.674447154
348,5436,1.788211886,1.634830248,1.947710547
349,5437,0.467345789,0.367414348,0.578041047
350,5438,0.007989122,0.000343259,0.032229486
351,5439,0.009768769,0.000357854,0.04077618
352,5440,0.009621978,0.00036892,0.039746601
353,5441,0.004575681,0.000248618,0.017396695
354,5442,0.007962239,0.000290623,0.033340579
355,5443,0.006766059,0.000263342,0.027867147
356,5444,1.225221001,1.138986691,1.314278753
