;kommunenummer;new_cases;Expected;RelativeRisk;PhyRate;PctPoverty;PctAct;PctOld;PctPrimary;PctUrban;PctImmigrants;SpecRate;PctSmoke;PctCramped;ColonRate;GPRate;PhyRate2;PhyRate3
148;3412;28;32,81042422;0,85338732;0,010335917;0,062;0,2;0,176934585;0,41;0,568883449;0,021;0,016758469;0,148;0,06;0,008359518;0,001087991;0,000187301;18,73005311
149;3413;101;85,46863396;1,181720069;0,004437715;0,075;0,27;0,177769656;0,36;0,602328495;0,025;0,016758469;0,111;0,06;0,008359518;0,000887543;0,000209481;20,94808571
150;3414;27;22,81513655;1,18342487;0,014277332;0,048;0,4;0,207314688;0,52;0,281635048;0,009;0,016758469;0,127;0,07;0,008359518;0,000977899;0,000179907;17,99070891
151;3415;43;34,94334722;1,230563281;0,009449623;0,059;0,3;0,174945729;0,44;0,370833865;0,012;0,016758469;0,156;0,05;0,008359518;0,000766186;0,000182372;18,23715698
152;3416;43;28,1072844;1,529852525;0,011747896;0,064;0,28;0,205270678;0,47;0,365613589;0,019;0,016758469;0,159;0,04;0,008359518;0,000952532;0,000182372;18,23715698
153;3417;32;22,41800235;1,427424241;0,013136943;0,07;0,37;0,231488854;0,43;0,376791401;0,017;0,011569733;0,161;0,06;0,004536455;0,000796178;0,000123162;12,31616721
154;3418;36;33,89919663;1,06197207;0,009740687;0,059;0,37;0,241279452;0,43;0,291562459;0,015;0,016758469;0,18;0,05;0,008359518;0,000789785;0,000182372;18,23715698
155;3419;14;17,32219051;0,808211871;0,018289541;0,05;0,3;0,225399279;0,43;0,367336425;0,011;0,016758469;0,221;0,05;0,008359518;0,000772798;0,000174978;17,49781277
156;3420;99;89,14993411;1,110488762;0,004404625;0,074;0,21;0,172831473;0,33;0,715251014;0,034;0,016758469;0,121;0,08;0,008359518;0,001001051;0,000216874;21,68742992
157;3421;38;30,13757721;1,260884368;0,011104531;0,057;0,34;0,223719277;0,44;0,406277761;0,014;0,016758469;0,137;0,06;0,008359518;0,001036423;0,000184836;18,48360504
158;3422;18;19,26323968;0,934422262;0,016909891;0,064;0,33;0,19666435;0,46;0,474403521;0,01;0,016758469;0,151;0,08;0,008359518;0,001158212;0,000179907;17,99070891
159;3423;11;11,89171502;0,925013758;0,025515947;0,065;0,29;0,22326454;0,36;0,440525328;0,029;0,016758469;0,141;0;0,008359518;0;0,000167585;16,75846857
160;3424;7;8,808347261;0,79470073;0,034447822;0,067;0;0,252786221;0,35;0,278115502;0,005;0,016758469;0,113;0;0,008359518;0;0,000167585;16,75846857
161;3425;11;6,287214433;1,749582445;0,048970901;0,069;0;0,231369766;0,42;0;0,016;0,016758469;0,085;0;0,008359518;0,000709723;0,000170049;17,00491664
162;3426;7;7,514314482;0,931555369;0,041567696;0,091;0;0,191211401;0,19;0,345011876;0,008;0,016758469;0;0,09;0,008359518;0,001187648;0,000172514;17,25136471
163;3427;24;24,51969007;0,978805194;0,013648772;0,067;0,16;0,176706096;0,22;0,45022748;0,022;0,016758469;0,09;0,07;0,008359518;0,001273885;0,000184836;18,48360504
164;3428;18;10,91895935;1,648508748;0,028197793;0,057;0;0,194523907;0,25;0,295872497;0,005;0,016758469;0,104;0,1;0,008359518;0,000408664;0,000170049;17,00491664
165;3429;7;7,407222114;0,945023639;0,041566265;0,07;0,3;0,222289157;0,32;0,328313253;0,007;0,016758469;0;0,11;0,008359518;0,00060241;0,000170049;17,00491664
166;3430;5;9,125162183;0,547935467;0,034229829;0,07;0,21;0,189242054;0,24;0,304156479;0,01;0,016758469;0,073;0,07;0,008359518;0,000977995;0,000172514;17,25136471
167;3431;11;12,26207613;0,897074842;0,025836972;0,078;0,32;0,218340611;0,3;0,574599709;0,018;0,016758469;0,082;0;0,008359518;0,001091703;0,000174978;17,49781277
168;3432;12;9,803413847;1,224063391;0,031861629;0,07;0,31;0,205279927;0,31;0;0,007;0,016758469;0,099;0;0,008359518;0,000910332;0,000172514;17,25136471
169;3433;12;10,25855641;1,169755229;0,030882993;0,064;0,26;0,212266203;0,3;0,242279252;0;0,016758469;0,086;0;0,008359518;0,001304915;0,000174978;17,49781277
170;3434;10;10,71369897;0,933384448;0,029571012;0,069;0,31;0,199500208;0,3;0,339025406;0,008;0,016758469;0,083;0;0,008359518;0,001249479;0,000174978;17,49781277
171;3435;21;16,59039266;1,265792825;0,01936525;0,06;0,44;0,21732114;0,37;0,488703604;0,015;0,016758469;0,147;0,06;0,008359518;0,001075847;0,000177443;17,74426084
172;3436;27;26,03236977;1,037170271;0,012684265;0,072;0,23;0,194034967;0,39;0,563421323;0,019;0,016758469;0,184;0,08;0,008359518;0,001028454;0,000182372;18,23715698
173;3437;35;26,79094071;1,30641176;0,012158561;0,055;0,26;0,207361759;0,39;0,603764157;0,016;0,016758469;0,119;0,1;0,008359518;0,000832778;0,000179907;17,99070891
174;3438;24;14,33252857;1,674512622;0,022727273;0,064;0,25;0,208592777;0,38;0,417496887;0,005;0,016758469;0,185;0,05;0,008359518;0,001556663;0,000179907;17,99070891
175;3439;20;20,32970118;0,983782291;0,015803336;0,076;0,23;0,206321335;0,39;0,436567164;0,015;0,016758469;0,129;0,06;0,008359518;0,000877963;0,000177443;17,74426084
176;3440;17;22,72143073;0,748192321;0,014336214;0,072;0,22;0,170070699;0,32;0,539670071;0,023;0,016758469;0,126;0,06;0,008359518;0,000981932;0,000179907;17,99070891
177;3441;28;27,40225964;1,021813543;0,012212995;0,072;0,22;0,201921511;0,37;0,419149976;0,007;0,016758469;0,148;0,07;0,008359518;0,001139879;0,000184836;18,48360504
178;3442;74;65,16570588;1,135566614;0,005751849;0,066;0,26;0,191180498;0,36;0,445220488;0,016;0,016758469;0,139;0,05;0,008359518;0,00109559;0,000207016;20,70163765
179;3443;48;57,1293161;0,8401991;0,005936109;0,053;0,23;0,179411076;0,36;0,701007576;0,028;0,016758469;0,102;0,05;0,008359518;0,000624854;0,000187301;18,73005311
180;3446;63;59,94495294;1,050964208;0,005955039;0,069;0,26;0,181554265;0,35;0,454518386;0,025;0,016758469;0,096;0,06;0,008359518;0,000893256;0,000197158;19,71584538
181;3447;37;26,04575631;1,420576909;0,012677745;0,057;0,29;0,190680144;0,41;0,353948946;0,029;0,016758469;0,204;0,06;0,008359518;0,001027925;0,000182372;18,23715698
182;3448;42;29,96801429;1,40149426;0,010869565;0,053;0,28;0,205032758;0,44;0,429422275;0,017;0,016758469;0,193;0,05;0,008359518;0,000744491;0,000179907;17,99070891
183;3449;13;14,11834384;0,920787888;0,022123894;0,065;0,4;0,215865992;0,4;0,185208597;0,014;0,016758469;0,108;0,07;0,008359518;0,000632111;0,000172514;17,25136471
184;3450;8;6,193508611;1,291674962;0,050432277;0,072;0,29;0,2370317;0,46;0;0,003;0,016758469;0,178;0,06;0,008359518;0,001440922;0,000172514;17,25136471
185;3451;29;28,56688914;1,015161289;0,012027491;0,073;0,3;0,178850359;0,3;0,524835989;0,023;0,016758469;0,15;0,08;0,008359518;0,001405811;0,000189765;18,97650118
186;3452;9;9,892657487;0,909765653;0,032025259;0,075;0,31;0,191700496;0,31;0,269733875;0,02;0,016758469;0,099;0,07;0,008359518;0,00135318;0,000174978;17,49781277
187;3453;19;14,14957911;1,342796125;0,022390413;0,065;0,29;0,186061179;0,26;0,268684957;0,017;0,016758469;0,103;0;0,008359518;0,000946074;0,000174978;17,49781277
188;3454;7;7,099331557;0,986008323;0,044626021;0,083;0,21;0,196731615;0,29;0;0,019;0,016758469;0,086;0;0,008359518;0,001885607;0,000174978;17,49781277
189;3801;121;116,1773705;1,04151092;0,002266093;0,086;0,21;0,165271163;0,24;0,952220003;0,052;0,014631708;0,095;0,1;0,01098191;0,000883392;0,000239797;23,97974321
190;3802;112;97,07030715;1,15380288;0,002712145;0,072;0,28;0,160706077;0,29;0,721108762;0,029;0,014631708;0,118;0,06;0,01098191;0,001057277;0,000239797;23,97974321
191;3803;229;216,7683392;1,05642734;0,001749727;0,086;0,24;0,158401779;0,25;0,841762902;0,041;0,014631708;0,074;0,07;0,01098191;0,001008666;0,000345471;34,54708768
192;3804;322;268,3957849;1,199720778;0,00151291;0,084;0,26;0,157093219;0,28;0,865600426;0,046;0,014631708;0,112;0,07;0,01098191;0,000914396;0,000369857;36,98570563
193;3805;205;201,0569964;1,019611372;0,001753296;0,076;0,27;0,173265569;0,28;0,806227529;0,046;0,014631708;0,104;0,07;0,01098191;0,000954326;0,000321085;32,10846973
194;3806;146;156,3682437;0,933693418;0,002111691;0,077;0,28;0,167280199;0,3;0,950032817;0,048;0,020189784;0,115;0,07;0,017144011;0,001112918;0,00042687;42,68697182
195;3807;204;232,3770518;0,877883588;0,001516984;0,09;0,25;0,163277455;0,3;0,898592469;0,069;0,020189784;0,128;0,08;0,017144011;0,000844903;0,000455712;45,57122667
196;3808;61;55,31320803;1,102810742;0,003952888;0,071;0,28;0,198693127;0,32;0,722975153;0,031;0,020189784;0,144;0,07;0,017144011;0,001129397;0,000282657;28,26569756
197;3811;131;114,3880355;1,145224668;0,002262532;0,089;0,22;0,172654574;0,19;0,84825434;0,04;0,014631708;0,066;0,06;0,01098191;0,000858202;0,000235733;23,57330689
198;3812;7;10,79401825;0,648507334;0,015295577;0,073;0,25;0,153369161;0,3;0,50888797;0,015;0,020189784;0,138;0,05;0,017144011;0,000826788;0,000213435;21,34348591
199;3813;42;62,60441341;0,670879219;0,00342124;0,072;0,28;0,158374911;0,32;0,801995723;0,032;0,020189784;0,101;0,06;0,017144011;0,000926586;0,000276888;27,68884659
200;3814;60;47,72303645;1,257254451;0,004114072;0,075;0,23;0,181112669;0,32;0,747919589;0,031;0,020189784;0,119;0,07;0,017144011;0,000841515;0,000253814;25,3814427
201;3815;18;18,40203855;0,978152499;0,009456838;0,06;0,31;0,196411251;0,39;0,369544132;0,016;0,020189784;0,109;0,06;0,017144011;0,000969932;0,000224972;22,49718785
202;3816;39;29,27637608;1,332132088;0,006249047;0,068;0,32;0,189757659;0,32;0,643956714;0,037;0,020189784;0,126;0,05;0,017144011;0,000914495;0,000236509;23,65088979
203;3817;36;44,69767706;0,805410983;0,004592193;0,092;0,31;0,172506739;0,28;0,538185085;0,042;0,020189784;0,141;0,11;0,017144011;0,001098133;0,000265351;26,53514465
204;3818;31;26,93819271;1,150782472;0,006957098;0,068;0,19;0,203909226;0,29;0,670034785;0,044;0,020189784;0,099;0,07;0,017144011;0,001159516;0,000242277;24,22774076
205;3819;5;7,126104649;0,701645604;0,023794615;0,075;0,58;0,217908579;0,33;0;0;0,020189784;0,06;0,09;0,017144011;0,001878522;0,000219203;21,92033688
206;3820;10;13,1857478;0,758394605;0,013536379;0,068;0,27;0,200676819;0,3;0,421319797;0,01;0,020189784;0,157;0,06;0,017144011;0,001692047;0,00023074;23,07403882
207;3821;6;11,15991717;0,537638399;0,014794082;0,061;0,38;0,205917633;0,32;0,357457017;0,006;0,020189784;0,205;0,06;0,017144011;0,00079968;0,000213435;21,34348591
208;3822;6;6,269365705;0,957034616;0,02633452;0,063;0,47;0,177224199;0,3;0,270462633;0,005;0,020189784;0,14;0,07;0,017144011;0,001423488;0,000213435;21,34348591
209;3823;3;6,028407877;0,497643832;0,027387121;0,065;0,21;0,180606958;0,25;0,25980755;0,016;0,020189784;0;0;0,017144011;0,001480385;0,000213435;21,34348591
210;3824;11;10,3344135;1,064404864;0,016407599;0,047;0,24;0,207253886;0,32;0,335060449;0,003;0,020189784;0,066;0;0,017144011;0,001295337;0,000219203;21,92033688
211;3825;19;16,33604829;1,163071978;0,010925977;0,075;0,31;0,182736957;0,29;0,154329418;0,018;0,020189784;0,081;0;0,017144011;0,001365747;0,00023074;23,07403882
212;4201;35;30,6596525;1,14156545;0,007276961;0,074;0,38;0,187745597;0,28;0,660020375;0,027;0,014321471;0,135;0,07;0,008579863;0,000873235;0,000162744;16,27439939
213;4202;78;92,91601572;0,839467765;0,003121548;0,076;0,25;0,137300101;0,25;0,840656966;0,038;0,014321471;0,1;0,08;0,008579863;0,0010085;0,000211567;21,15671921
214;4203;191;188,4334835;1,013620278;0,002012835;0,078;0,27;0,155746051;0,25;0,840701887;0,042;0,014321471;0,126;0,07;0,008579863;0,000970897;0,000276665;27,66647897
215;4204;420;442,2111602;0,949772502;0,001453048;0,086;0,27;0,13877621;0,22;0,93226171;0,069;0,014321471;0,08;0,1;0,008579863;0,001009061;0,000468703;46,87027025
216;4205;85;97,77086973;0,869379604;0,003057825;0,068;0,29;0,152571768;0,26;0,635981927;0,03;0,014321471;0,124;0,07;0,008579863;0,001049701;0,000218077;21,80769519
217;4206;53;42,0114435;1,261561032;0,005523101;0,063;0,38;0,176526819;0,27;0,650132767;0,018;0,014321471;0,133;0,05;0,008579863;0,000849708;0,000169254;16,92537537
218;4207;40;40,21764634;0,994588288;0,005880395;0,072;0,34;0,182070343;0,27;0,72162432;0,027;0,014321471;0,122;0,05;0,008579863;0,000998558;0,000172509;17,25086336
219;4211;12;11,14206845;1,076999307;0,018822587;0,056;0,28;0,170604726;0,41;0,273528234;0,01;0,014321471;0,127;0,06;0,008579863;0,001201442;0,000152979;15,29793543
220;4212;10;8,576313798;1,166002112;0,023933403;0,054;0,29;0,163371488;0,29;0,330385016;0,021;0,014321471;0,111;0,08;0,008579863;0,001040583;0,000149724;14,97244744
221;4213;31;26,63476434;1,163892408;0,008544145;0,077;0,27;0,17574133;0,26;0,382476127;0,024;0,014321471;0,168;0,05;0,008579863;0,001172726;0,000165999;16,59988738
222;4214;21;22,8776071;0,917928169;0,009947338;0,056;0,41;0,128145114;0,33;0,458747806;0,019;0,014321471;0,161;0,05;0,008579863;0,001365321;0,000165999;16,59988738
223;4215;37;43,34117373;0,853691693;0,005662514;0,068;0,28;0,147843097;0,22;0,677751467;0,036;0,014321471;0,09;0,07;0,008579863;0,001132503;0,000179018;17,90183933
224;4216;11;21,31138122;0,516156127;0,010259631;0,055;0,22;0,136725293;0,29;0,528685092;0,026;0,014321471;0,073;0,05;0,008579863;0,001046901;0,000159489;15,94891141
225;4217;6;8,161330872;0,735174213;0,025150355;0,08;0,35;0,185347184;0,35;0,314379442;0,032;0,014321471;0,1;0,11;0,008579863;0,001093494;0,000149724;14,97244744
226;4218;3;5,823147506;0,515185301;0,035249042;0,06;0;0,11954023;0,34;0;0,024;0,014321471;0,137;0,05;0,008579863;0,001532567;0,000149724;14,97244744
227;4219;20;15,50608244;1,289816437;0,01323741;0,069;0,37;0,171798561;0,29;0,648057554;0,058;0,014321471;0,095;0,07;0,008579863;0,00057554;0,000149724;14,97244744
228;4220;5;5,528643494;0,904380976;0,037126715;0,056;0,28;0,183212268;0,23;0,303470541;0,02;0,014321471;0,164;0,06;0,008579863;0,001614205;0,000149724;14,97244744
229;4221;1;5,729441684;0,174537076;0,035046729;0,106;0,3;0,179127726;0,27;0;0,03;0,014321471;0;0;0,008579863;0,000778816;0,00014647;14,64695945
230;4222;4;4,413097995;0,906392744;0,04752275;0,081;0;0,111223458;0,26;0,662285137;0,02;0,014321471;0;0;0,008579863;0,003033367;0,000152979;15,29793543
231;4223;45;59,49873474;0,756318604;0,004424779;0,055;0,44;0,135968202;0,37;0,772311384;0,032;0,014321471;0,122;0,07;0,008579863;0,001124944;0,000192038;19,20379128
232;4224;5;4,069509981;1,228649155;0,050438596;0,086;0,56;0,157894737;0,36;0;0,036;0,014321471;0;0;0,008579863;0,002192982;0,000149724;14,97244744
233;4225;34;42,27917442;0,804178428;0,00591029;0,061;0,35;0,143218997;0,29;0,541846966;0,019;0,014321471;0,113;0,07;0,008579863;0,001266491;0,000182273;18,22732732
234;4226;9;7,313516292;1,230598202;0,028065894;0,071;0,35;0,158023185;0,35;0;0,015;0,014321471;0,123;0,06;0,008579863;0,001220256;0,000149724;14,97244744
235;4227;36;25,95205049;1,387173627;0,008596974;0,067;0,32;0,169360385;0,34;0,47369326;0,029;0,014321471;0,132;0,06;0,008579863;0,001031637;0,000162744;16,27439939
236;4228;8;7,991767956;1,001030065;0,02680067;0,076;0,35;0,167504188;0,29;0,452819654;0,018;0,014321471;0,131;0,04;0,008579863;0,002233389;0,000156234;15,62342342
237;4601;1129;1161,916494;0,971670516;0,001378691;0,097;0,22;0,141321546;0,24;0,972502995;0,064;0,025410734;0,047;0,14;0,00603724;0,000933208;0,000786418;78,64184009
238;4602;85;78,61472242;1,081222415;0,002554206;0,075;0,28;0,152911795;0,3;0,778238166;0,04;0,018506524;0,097;0,09;0,010405713;0,001305483;0,000378543;37,85425272
239;4611;21;17,44266942;1,203944161;0,008442057;0,067;0,34;0,18367869;0,29;0,430033257;0,006;0,015521236;0,07;0,07;0,007599863;0,0012791;0,000182929;18,29288573
240;4612;32;22,9266911;1,395753092;0,006617361;0,066;0,31;0,135072012;0,29;0,318217205;0,011;0,015521236;0,101;0,07;0,007599863;0,00116777;0,000188472;18,8472156
241;4613;55;50,96258058;1,079223214;0,003589878;0,079;0,24;0,141143508;0,32;0,539882672;0,032;0,015521236;0,11;0,06;0,007599863;0,001138254;0,000227275;22,7275247
242;4614;67;79,44468827;0,843354055;0,002752191;0,067;0,23;0,132329814;0,23;0,868400359;0,036;0,015521236;0,063;0,09;0,007599863;0,00117951;0,000271622;27,16216366
243;4615;11;13,06973107;0,841639353;0,010583817;0,054;0,27;0,138955275;0,27;0,457152612;0,005;0,015521236;0,101;0,09;0,007599863;0,00102424;0,000171842;17,18422599
244;4616;19;12,29777358;1,544995106;0,011248186;0,073;0,36;0,222786647;0,29;0,202830189;0,005;0,015521236;0,182;0,07;0,007599863;0,001088534;0,000171842;17,18422599
245;4617;73;59,09267618;1,235347673;0,003246998;0,063;0,21;0,176848146;0,29;0,604847844;0,023;0,015521236;0,062;0,05;0,007599863;0,001132674;0,000238362;23,83618444
246;4618;63;51,0072024;1,23511969;0,003849182;0,058;0,25;0,215029306;0,25;0,655323244;0,023;0,015521236;0,108;0,08;0,007599863;0,001399703;0,000243905;24,39051431
247;4619;7;4,279232535;1,635807342;0,031282586;0,093;0;0,181438999;0,3;0,640250261;0,015;0,015521236;0;0;0,007599863;0,002085506;0,000166299;16,62989612
248;4620;10;4,988719472;2,004522414;0,105545617;0,066;0;0,237924866;0,25;0,584973166;0,007;0,025410734;0;0;0,00603724;0,001788909;0,000258488;25,84884995
249;4621;99;66,50436048;1,488624194;0,008856683;0,068;0,24;0,196121846;0,25;0,569511541;0,02;0,025410734;0,073;0,08;0,00603724;0,001073537;0,000289157;28,91566265
250;4622;43;37,66974042;1,141499769;0,014925373;0,07;0,25;0,194385217;0,23;0,605425255;0,027;0,025410734;0,065;0,07;0,00603724;0,001184553;0,000276013;27,60131435
251;4623;20;10,6824637;1,872227284;0,050125313;0,067;0,24;0,168755221;0,31;0,441520468;0,013;0,025410734;0,049;0,06;0,00603724;0,001670844;0,00026287;26,28696605
252;4624;96;93,97801503;1,02151551;0,006504914;0,075;0,25;0,133184559;0,26;0,701723565;0,021;0,025410734;0,068;0,08;0,00603724;0,000997104;0,00030011;30,0109529
253;4625;24;20,88301174;1,149259517;0,025641026;0,082;0,34;0,146153846;0,29;0,325213675;0,014;0,025410734;0,041;0,08;0,00603724;0,000854701;0,00026287;26,28696605
254;4626;130;146,2926368;0,888629824;0,004544761;0,068;0,26;0,109928321;0,31;0,493823395;0,029;0,025410734;0,073;0,08;0,00603724;0,001006558;0,000326396;32,63964951
255;4627;121;114,2407835;1,059166406;0,005624561;0,06;0,26;0,114795719;0,32;0,738184517;0,024;0,025410734;0,064;0,07;0,00603724;0,001093665;0,000315444;31,54435926
256;4628;32;18,53144183;1,726794941;0,028653985;0,058;0,25;0,216951601;0,37;0,703346978;0,01;0,025410734;0,098;0,08;0,00603724;0,000722369;0,000260679;26,067908
257;4629;1;1,651007339;0,605690827;0,316216216;0,046;0;0,156756757;0,23;0;0;0,025410734;0;0;0,00603724;0,002702703;0,000256298;25,62979189
258;4630;39;33,3101886;1,170812944;0,016208975;0,057;0,31;0,162893503;0,35;0,330475553;0,01;0,025410734;0,095;0,08;0,00603724;0,000669792;0,00026506;26,5060241
259;4631;108;117,0698069;0,922526507;0,00541241;0,069;0,28;0,136301265;0,29;0,425788992;0,017;0,025410734;0,067;0,08;0,00603724;0,000991005;0,000311062;31,10624315
260;4632;12;12,44502559;0,964240685;0,042309071;0,074;0,32;0,166726425;0,3;0,367515238;0,017;0,025410734;0,106;0,09;0,00603724;0,000717103;0,000258488;25,84884995
261;4633;2;2,619300832;0,763562541;0,199318569;0,062;0;0,235093697;0,41;0,746166951;0;0,025410734;0;0;0,00603724;0,001703578;0,000256298;25,62979189
262;4634;19;7,460768298;2,546654613;0,071172249;0,066;0,4;0,215311005;0,34;0;0;0,025410734;0,107;0,07;0,00603724;0,001794258;0,000260679;26,067908
263;4635;10;10,25855641;0,974796024;0,010439321;0,075;0,35;0,199652023;0,33;0,217485863;0,007;0,018506524;0,115;0,07;0,010405713;0,000869943;0,000201889;20,18893478
264;4636;2;3,846400881;0,519966603;0,026682135;0,067;0;0,219257541;0,35;0,288863109;0;0,018506524;0;0,09;0,010405713;0,001160093;0,000193477;19,34772917
265;4637;8;6,617415901;1,208931117;0,016183412;0,069;0,3;0,223196224;0,3;0;0;0,018506524;0;0,08;0,010405713;0,001348618;0,000201889;20,18893478
266;4638;25;19,09813895;1,309028072;0,006308411;0,065;0,26;0,192990654;0,28;0,651869159;0,031;0,018506524;0,072;0,09;0,010405713;0,001168224;0,000227126;22,71255163
267;4639;27;12,30669795;2,193927251;0,009427121;0,07;0,23;0,233139956;0,3;0,413343002;0,015;0,018506524;0;0;0,010405713;0,001450326;0,000218713;21,87134601
268;4640;57;47,87028846;1,190717705;0,003542133;0,066;0,19;0,156785981;0,21;0,703765846;0,022;0,018506524;0,03;0,09;0,010405713;0,001491424;0,000319658;31,9658134
269;4641;18;7,536625392;2,38833683;0,013617525;0,076;0,22;0,188869153;0,27;0,346358792;0,004;0,018506524;0,062;0;0,010405713;0,000592066;0,000193477;19,34772917
270;4642;14;9,923892761;1,410736728;0,010791367;0,056;0,19;0,185701439;0,29;0,529226619;0,008;0,018506524;0,076;0;0,010405713;0,000899281;0,000201889;20,18893478
271;4643;35;24,99268136;1,400409964;0,005177647;0,053;0,1;0,203535083;0,31;0,960185681;0,02;0,018506524;0,131;0,05;0,010405713;0,001249777;0,00024395;24,39496286
272;4644;20;22,41354017;0,892317762;0,005773442;0,058;0,24;0,187935497;0,28;0,312562214;0,007;0,018506524;0,032;0,05;0,010405713;0,001393589;0,00024395;24,39496286
273;4645;23;13,38654599;1,718142979;0,008666667;0,088;0,24;0,230333333;0,36;0,186666667;0,009;0,018506524;0,098;0,07;0,010405713;0,001333333;0,000218713;21,87134601
274;4646;14;12,98048743;1,078541933;0,008594019;0,071;0,28;0,198006188;0,34;0,460983156;0,069;0,018506524;0,084;0,1;0,010405713;0,001031282;0,000210301;21,0301404
275;4647;94;92,4251757;1,017038911;0,002317385;0,063;0,23;0,130546034;0,23;0,626611307;0,019;0,018506524;0,047;0,1;0,010405713;0,00125525;0,000403779;40,37786956
276;4648;37;17,44713161;2,120692434;0,006649616;0,07;0,25;0,232225064;0,37;0,492327366;0,026;0,018506524;0,107;0,07;0,010405713;0,001023018;0,000218713;21,87134601
277;4649;48;38,8879161;1,23431659;0,003786575;0,063;0,19;0,172002295;0,28;0,430981067;0,017;0,018506524;0,079;0,08;0,010405713;0,001262192;0,000277598;27,75978532
278;4650;29;25,45674829;1,139187129;0,00508326;0,07;0,19;0,193689746;0,21;0,491849255;0,024;0,018506524;0,08;0,09;0,010405713;0,001226994;0,00024395;24,39496286
279;4651;38;31,31559325;1,213452982;0,004274722;0,062;0,21;0,170418923;0,24;0,443858649;0,028;0,018506524;0,063;0,1;0,010405713;0,001139926;0,000252362;25,23616848
280;5001;739;800,4262066;0,923258127;0,001120526;0,09;0,2;0,127823615;0,23;0,958808117;0,057;0,009663491;0,054;0,13;0,006439399;0,000997882;0,000882892;88,28916679
281;5006;144;106,0214442;1,358215793;0,004503367;0,06;0,19;0,188383838;0,28;0,627609428;0,022;0,033307116;0,08;0,06;0,016898345;0,001010101;0,000429381;42,93808889
282;5007;74;68,11967036;1,086323519;0,006484999;0,065;0,21;0,166055286;0,29;0,707585484;0,032;0,033307116;0,044;0,09;0,016898345;0,001048081;0,000397278;39,72776449
283;5014;20;19,30339932;1,036086944;0,020573278;0,078;0,32;0,185390661;0,48;0,279704115;0,012;0,033307116;0,119;0,1;0,016898345;0,001386963;0,000357149;35,71485899
284;5020;6;4,573736547;1,311837693;0,08195122;0,054;0;0,251707317;0,45;0;0;0,033307116;0;0;0,016898345;0,00097561;0,000337084;33,70840623
285;5021;28;29,85645974;0,9378205;0,013600359;0,063;0,26;0,181886116;0,33;0,593483784;0,024;0,033307116;0,056;0,07;0,016898345;0,001195636;0,000365174;36,51744009
286;5022;24;11,73107647;2,045848057;0,032712058;0,069;0,3;0,221757322;0,35;0,358311145;0;0,033307116;0;0,07;0,016898345;0,001141118;0,00034511;34,51098734
287;5025;26;24,90343772;1,044032566;0,016126142;0,057;0,25;0,200143343;0,27;0,660992654;0,011;0,033307116;0,056;0,07;0,016898345;0,001254256;0,000361161;36,11614954
288;5026;8;9,138548729;0,875412523;0,041503906;0,048;0,19;0,243164063;0,32;0,149902344;0;0,033307116;0,125;0,05;0,016898345;0,000976563;0,000341097;34,10969678
289;5027;29;26,84002471;1,080475905;0,014796342;0,055;0,3;0,186034913;0,32;0,397339983;0,013;0,033307116;0,087;0,07;0,016898345;0,000997506;0,000357149;35,71485899
290;5028;48;67,05767105;0,715801776;0,006321533;0,057;0,22;0,143532073;0,31;0,591961672;0,023;0,033307116;0,071;0,07;0,016898345;0,000798509;0,000381226;38,12260229
291;5029;28;30,14650157;0,928797656;0,013124137;0,054;0,29;0,133362937;0,28;0,571492007;0,014;0,033307116;0,087;0,07;0,016898345;0,000838761;0,000355811;35,58109547
292;5031;49;56,56708117;0,866228184;0,0027872;0,062;0,2;0,117851227;0,23;0,859351582;0,013;0,009663491;0,069;0,07;0,006439399;0,001051774;0,000155202;15,52015204
293;5032;14;17,83087926;0,785154775;0,006506507;0,054;0,31;0,204954955;0,33;0,228728729;0,006;0,009663491;0,091;0,06;0,006439399;0,001001001;0,000114205;11,42048924
294;5033;5;3,873173973;1,29093091;0,097158218;0,071;0;0,243087558;0,37;0;0;0,033307116;0;0,05;0,016898345;0,001536098;0,000338422;33,84216975
295;5034;7;11,16884154;0,626743604;0,034225596;0,074;0,3;0,206951658;0,36;0,39592489;0,013;0,033307116;0,065;0,06;0,016898345;0,001065388;0,000343772;34,37722382
296;5035;105;96,64639987;1,086434675;0,004863259;0,063;0,23;0,151853733;0,26;0,69259892;0,03;0,033307116;0,056;0,08;0,016898345;0,001031134;0,000422693;42,26927131
297;5036;14;11,32501791;1,236201136;0,033884949;0,068;0,2;0,189519307;0,34;0;0,007;0,033307116;0,079;0,07;0,016898345;0,001182033;0,00034511;34,51098734
298;5037;75;83,6257528;0,896852913;0,005513758;0,065;0,21;0,155648044;0,22;0,646176832;0,027;0,033307116;0,078;0,07;0,016898345;0,001084965;0,000414667;41,46669021
299;5038;67;63,96091674;1,047514692;0,006604344;0,053;0,26;0,154667225;0,32;0,664992326;0,026;0,033307116;0,072;0,07;0,016898345;0,000813916;0,000379888;37,98883877
300;5041;16;9,691859297;1,650870025;0,039441375;0,051;0,18;0,222836096;0,29;0,311233886;0,003;0,033307116;0,056;0,08;0,016898345;0,001227747;0,000343772;34,37722382
301;5042;10;6,273827887;1,593923228;0,060455192;0,066;0,14;0,219061166;0,34;0,155049787;0;0,033307116;0;0,09;0,016898345;0,001422475;0,000341097;34,10969678
