,kommunenummer,RR,LL,UL
196,3808,3.422529034,3.039497822,3.82563351
197,3811,1.776770443,1.577368665,1.986657103
198,3812,0.000571908,5.05E-09,0.003679139
199,3813,2.027257641,1.718852807,2.358177346
200,3814,2.679773615,2.305480337,3.079163901
201,3815,0.000186788,1.27E-09,0.001107241
202,3816,7.098775665,6.322210656,7.915128458
203,3817,3.526713557,3.067732826,4.014375767
204,3818,0.013818745,6.46E-05,0.080306697
205,3819,0.000241527,8.63E-10,0.001106108
206,3820,0.000232805,1.40E-09,0.001309808
207,3821,0.000224236,1.14E-09,0.001197911
208,3822,0.000319962,1.03E-09,0.001401226
209,3823,0.00033202,1.02E-09,0.001402311
210,3824,0.000317755,1.83E-09,0.001754822
211,3825,0.000198743,1.27E-09,0.001158375
212,4201,0.624177607,0.411685513,0.87718809
213,4202,1.501154355,1.281001538,1.736806001
214,4203,0.852101456,0.739238347,0.9721409
215,4204,0.503869572,0.445529517,0.565390314
216,4205,1.272052388,1.083314815,1.474230444
217,4206,0.572745199,0.391982199,0.784695134
218,4207,4.007475996,3.500679189,4.544910769
219,4211,0.000234102,1.04E-09,0.001169331
220,4212,0.000283561,1.14E-09,0.001353334
221,4213,0.017072125,8.87E-05,0.097902635
222,4214,0.022382098,0.000113676,0.128848973
223,4215,0.983919586,0.73684219,1.263108966
224,4216,0.024138127,0.000105844,0.141734338
225,4217,0.000237339,6.96E-10,0.001002108
226,4218,0.000693933,2.18E-09,0.002972619
227,4219,0.000378444,3.70E-09,0.002456294
228,4220,0.000541433,1.93E-09,0.0024524
229,4221,0.000382539,1.17E-09,0.001593555
230,4222,0.000756796,1.90E-09,0.002859741
231,4223,4.58925429,4.094302666,5.109239473
232,4224,0.000381677,9.18E-10,0.001448138
233,4225,0.367099213,0.218609624,0.551540579
234,4226,0.000468783,2.31E-09,0.002465651
235,4227,0.021581972,0.000201623,0.112552117
236,4228,0.000485436,2.41E-09,0.002553071
237,4601,0.171139826,0.150218512,0.193276709
238,4602,2.708473444,2.382249573,3.053327394
239,4611,0.000259718,2.45E-09,0.001700985
240,4612,0.02269975,0.000104432,0.132359866
241,4613,3.848254498,3.359518603,4.366688389
242,4614,3.175979303,2.824084204,3.546114427
243,4615,0.000364296,2.41E-09,0.002159135
244,4616,0.000211509,1.27E-09,0.001197383
245,4617,0.488699367,0.350617114,0.647429818
246,4618,2.423812811,2.104182505,2.76367385
247,4619,0.00054202,2.15E-09,0.002595223
248,4620,0.000284433,6.06E-10,0.001060122
249,4621,1.795687479,1.551842178,2.055429425
250,4622,4.041490096,3.536918678,4.576109183
251,4623,0.00033078,1.91E-09,0.001866991
252,4624,2.179362039,1.914426562,2.459590366
253,4625,0.021623089,9.95E-05,0.126033381
254,4626,1.813087236,1.603921219,2.033610658
255,4627,1.79722357,1.560840742,2.048531849
256,4628,0.000161613,1.09E-09,0.000969842
257,4629,0.000887406,1.07E-09,0.002579454
258,4630,0.014835745,9.90E-05,0.08216449
259,4631,1.927178452,1.7003965,2.166562547
260,4632,0.000349866,2.43E-09,0.002092152
261,4633,0.000706346,2.19E-09,0.002996426
262,4634,0.000340419,1.89E-09,0.001866439
263,4635,0.000160444,5.93E-10,0.000762756
264,4636,0.000283979,5.84E-10,0.000996764
265,4637,0.000277348,9.47E-10,0.001240554
266,4638,0.023408916,0.000117225,0.13516249
267,4639,0.000251231,1.92E-09,0.001529607
268,4640,0.010103746,7.23E-05,0.055322938
269,4641,0.000262528,7.19E-10,0.001115946
270,4642,0.000446335,2.69E-09,0.002559744
271,4643,0.051316631,0.000163143,0.311449771
272,4644,0.017305862,9.09E-05,0.099116632
273,4645,0.000211646,1.41E-09,0.001245426
274,4646,8.67E-05,6.74E-11,0.000259187
275,4647,1.259388785,1.051890848,1.483587373
276,4648,1.509824229,1.114469603,1.959166762
277,4649,2.951718867,2.538369409,3.392860264
278,4650,6.227958932,5.461215996,7.039622395
279,4651,0.014042977,6.70E-05,0.081410247
280,5001,0.255241368,0.223063208,0.289357925
281,5006,1.614242075,1.421760546,1.817587802
282,5007,2.588505209,2.265961905,2.930212874
283,5014,0.018258279,5.26E-05,0.112627708
284,5020,0.00027682,6.32E-10,0.001023742
285,5021,0.013473814,7.94E-05,0.075908434
286,5022,0.000225334,1.07E-09,0.001170598
287,5025,0.016002755,9.65E-05,0.089920073
288,5026,0.000338862,2.20E-09,0.001961844
289,5027,0.014851846,7.83E-05,0.084998717
290,5028,2.877666624,2.531743677,3.24329771
291,5029,0.019158454,0.000135357,0.105209162
292,5031,0.855122596,0.630304676,1.110793129
293,5032,0.000322655,4.32E-09,0.002230787
294,5033,0.000491624,2.06E-09,0.002412166
295,5034,0.000218427,1.09E-09,0.001147504
296,5035,2.564849836,2.291723101,2.851632666
297,5036,0.000196075,8.76E-10,0.001009771
298,5037,2.613220217,2.315907488,2.926416575
299,5038,3.874592935,3.452787786,4.317916606
300,5041,0.000221852,9.92E-10,0.001116298
301,5042,0.000219897,5.97E-10,0.000901406
302,5043,0.000401193,7.77E-10,0.001360066
303,5044,0.000263242,6.16E-10,0.00100042
304,5045,0.000196732,8.94E-10,0.001019324
305,5046,0.000332262,9.94E-10,0.001396156
306,5047,0.000286588,2.37E-09,0.001795343
307,5049,0.000236206,4.49E-10,0.000816098
308,5052,0.000364501,4.78E-10,0.001123318
309,5053,0.016708618,0.000113527,0.092302343
310,5054,3.736259605,3.269657733,4.230660117
311,5055,0.025382333,0.000142495,0.144489286
312,5056,0.018524567,7.30E-05,0.110200019
313,5057,0.009714703,7.65E-05,0.052466833
314,5058,0.016814274,6.59E-05,0.100039015
315,5059,2.185564997,1.916023734,2.470930528
316,5060,5.882829183,5.251256157,6.546210316
317,5061,0.000433653,2.93E-09,0.002552066
318,5401,0.89913476,0.794662547,1.009327084
319,5402,1.172426795,0.997445639,1.359942158
320,5403,2.599679306,2.261589016,2.958881599
321,5404,0.000192526,3.83E-10,0.000751444
322,5405,0.016801103,7.73E-05,0.097967163
323,5406,0.010864158,5.90E-05,0.061828445
324,5411,0.00023333,1.09E-09,0.001212888
325,5412,0.01869526,8.84E-05,0.108600023
326,5413,0.000153545,3.19E-10,0.000591372
327,5414,0.000235783,5.04E-10,0.000884732
328,5415,0.00030159,5.38E-10,0.001096056
329,5416,0.000296855,2.91E-09,0.001945318
330,5417,0.000249768,9.24E-10,0.001170352
331,5418,0.016675279,0.000116411,0.091739986
332,5419,0.000374845,3.62E-09,0.00243981
333,5420,0.000273963,6.83E-10,0.001065274
334,5421,1.787680244,1.519814344,2.074809196
335,5422,0.013608771,5.28E-05,0.080997496
336,5423,0.000157771,5.05E-10,0.000710663
337,5424,0.000159101,7.22E-10,0.000840756
338,5425,0.000275743,9.01E-10,0.001210895
339,5426,0.000112826,6.31E-11,0.000303006
340,5427,0.000171354,4.46E-10,0.00074873
341,5428,0.018850541,6.30E-05,0.114446781
342,5429,0.00014879,1.97E-10,0.000478083
343,5430,0.000172263,1.60E-10,0.000549864
344,5432,0.000184791,2.87E-10,0.000618392
345,5433,0.000235268,4.13E-10,0.00078991
346,5434,0.000144493,1.92E-10,0.000462288
347,5435,0.000162859,5.30E-10,0.000746622
348,5436,0.00024439,1.49E-09,0.001402017
349,5437,0.000193691,4.86E-10,0.000821327
350,5438,0.000147875,1.81E-10,0.000451621
351,5439,0.000210487,3.12E-10,0.000670692
352,5440,0.000214696,3.72E-10,0.000712957
353,5441,0.00018288,5.32E-10,0.000823338
354,5442,0.000162502,1.52E-10,0.000448141
355,5443,0.000192022,3.67E-10,0.000687288
356,5444,5.523051678,4.900742066,6.178235325
