,kommunenummer,navn,Y,expected,SMR,snuff,never_exercise,re_u,re_v,RR,LL,UL
326,5413,Ibestad,2,2.236175251,0.894384284,0.185860058,0.096209913,326,326,0.992058619,0.862584085,1.130303796
327,5414,Gratangen,0,1.65956809,0,0.212669683,0.088687783,327,327,1.013788929,0.904251812,1.165324671
328,5415,Lavangen,0,1.540442337,0,0.197696737,0.09596929,328,328,1.014045266,0.907388959,1.158138085
329,5416,Bardu,8,5.040122437,1.587263028,0.20342772,0.135866865,329,329,1.036957834,0.930795812,1.180204371
330,5417,Salangen,5,2.877354806,1.737707143,0.175229358,0.130733945,330,330,1.03295344,0.920200023,1.185524745
331,5418,Målselv,10,8.525728067,1.172920356,0.197882976,0.139958836,331,331,1.025835414,0.916380878,1.158641579
332,5419,Sørreisa,2,4.375355824,0.45710568,0.184452094,0.137119908,332,332,1.030123343,0.918132204,1.175101107
333,5420,Dyrøy,0,1.56221709,0,0.184233835,0.100974314,333,333,1.00936006,0.88374153,1.171722366
334,5421,Senja,24,18.9425864,1.266986434,0.1669,0.090795169,334,334,1.007427447,0.889403543,1.162801459
335,5422,Balsfjord,11,7.752604131,1.418878072,0.176125245,0.145525707,335,335,1.020046494,0.898663892,1.156408903
336,5423,Karlsøy,4,3.257185628,1.228054049,0.155861456,0.154973357,336,336,1.022530736,0.865030961,1.201451965
337,5424,Lyngen,7,4.145743095,1.688478963,0.165260197,0.138888889,337,337,1.010941268,0.876881085,1.155906075
338,5425,Storfjord,0,2.273435652,0,0.200761697,0.092491839,338,338,0.974232718,0.856162978,1.087534087
339,5426,Kåfjord,2,3.066764124,0.652153188,0.174058178,0.146399619,339,339,0.965020684,0.799337098,1.091309103
340,5427,Skjervøy,0,3.895450889,0,0.177236887,0.149125814,340,340,0.922523359,0.692407135,1.080985624
341,5428,Nordreisa,7,6.061404786,1.154847803,0.191688735,0.138724791,341,341,0.924605494,0.728630991,1.069292907
342,5429,Kvænangen,0,1.825359238,0,0.182196339,0.094009983,342,342,0.884598552,0.677898166,1.037905353
343,5430,Kautokeino,0,3.285462471,0,0.199246833,0.13796645,343,343,0.906346873,0.695916118,1.062611645
344,5432,Loppa,0,1.433050715,0,0.132450331,0.077262693,344,344,0.871302547,0.656351481,1.031460746
345,5433,Hasvik,0,1.298147366,0,0.253588517,0.077511962,345,345,0.869600493,0.652947985,1.031369416
346,5434,Måsøy,0,1.803228143,0,0.226720648,0.08340081,346,346,0.869343467,0.648570211,1.033395712
347,5435,Nordkapp,4,3.910764285,1.022817973,0.174875312,0.145885287,347,347,0.903267032,0.676097581,1.071798628
348,5436,Porsanger,0,4.857781107,0,0.179766734,0.138945233,348,348,0.897424528,0.680340924,1.060946869
349,5437,Karasjok,0,3.146765129,0,0.201498127,0.138202247,349,349,0.899689719,0.682718971,1.062290559
350,5438,Lebesby,0,1.709080301,0,0.241716867,0.079066265,350,350,0.866554458,0.647006034,1.031417618
351,5439,Gamvik,0,1.415727796,0,0.275449102,0.078699743,351,351,0.866293849,0.638598193,1.033111705
352,5440,Berlevåg,0,1.31071227,0,0.136270492,0.071721311,352,352,0.863833496,0.639394568,1.030537922
353,5441,Tana,2,3.702857188,0.54012345,0.178645473,0.139944713,353,353,0.899617394,0.68052826,1.064887836
354,5442,Nesseby,0,1.340092183,0,0.134962806,0.088204038,354,354,0.877590124,0.657804766,1.038626359
355,5443,Båtsfjord,0,2.475204665,0,0.149779736,0.152863436,355,355,0.90523909,0.673797171,1.076006864
356,5444,Sør-Varanger,15,11.95976123,1.254205641,0.182391797,0.139110717,356,356,0.917375347,0.68511869,1.083587292
